0.52,0.0,1.0,0.0,0.0,0.76,1.0,0.99,1.02,0.8,1.0,0.0,0.0,0.0,0.96,0.25,0.57,1.425,-1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
0.52,0.0,0.0,0.0,0.0,0.76,1.0,0.99,1.02,0.8,1.0,1.0,0.0,0.0,0.96,0.25,0.57,1.425,-1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
0.52,0.0,1.0,0.0,0.0,0.96,1.0,0.99,1.02,0.8,1.0,0.0,0.0,0.0,0.76,0.25,0.57,1.425,-1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
0.52,0.0,1.0,0.0,0.0,0.76,1.0,0.57,1.02,0.8,1.0,0.0,0.0,0.0,0.96,0.25,0.99,1.425,-1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
0.8,1.0,0.0,0.0,0.0,0.96,0.25,0.57,1.425,0.32,0.0,1.0,0.0,0.0,0.56,0.75,0.82,0.6950000000000001,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,0
0.8,1.0,1.0,0.0,0.0,0.96,0.25,0.57,1.425,0.32,0.0,0.0,0.0,0.0,0.56,0.75,0.82,0.6950000000000001,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,0
0.8,1.0,0.0,0.0,0.0,0.56,0.25,0.57,1.425,0.32,0.0,1.0,0.0,0.0,0.96,0.75,0.82,0.6950000000000001,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,0
0.8,1.0,0.0,0.0,0.0,0.96,0.25,0.82,1.425,0.32,0.0,1.0,0.0,0.0,0.56,0.75,0.57,0.6950000000000001,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,0
0.56,1.0,0.0,0.0,0.0,0.8,0.0,0.34,1.06,0.28,1.0,0.0,0.0,0.0,0.24,0.5,0.73,1.03,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,0
0.56,1.0,0.0,0.0,0.0,0.8,0.0,0.34,1.06,0.28,1.0,0.0,0.0,0.0,0.24,0.5,0.73,1.03,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,0
0.56,1.0,0.0,0.0,0.0,0.24,0.0,0.34,1.06,0.28,1.0,0.0,0.0,0.0,0.8,0.5,0.73,1.03,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,0
0.56,1.0,0.0,0.0,0.0,0.8,0.0,0.73,1.06,0.28,1.0,0.0,0.0,0.0,0.24,0.5,0.34,1.03,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,0
0.4,0.0,0.0,0.0,1.0,0.32,0.0,0.72,-0.09999999999999998,0.44,0.0,0.0,0.0,1.0,0.2,0.0,0.57,-0.06,-1,-1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
0.4,0.0,0.0,0.0,1.0,0.32,0.0,0.72,-0.09999999999999998,0.44,0.0,0.0,0.0,1.0,0.2,0.0,0.57,-0.06,-1,-1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
0.4,0.0,0.0,0.0,1.0,0.2,0.0,0.72,-0.09999999999999998,0.44,0.0,0.0,0.0,1.0,0.32,0.0,0.57,-0.06,-1,-1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
0.4,0.0,0.0,0.0,1.0,0.32,0.0,0.57,-0.09999999999999998,0.44,0.0,0.0,0.0,1.0,0.2,0.0,0.72,-0.06,-1,-1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
0.56,1.0,0.0,0.0,0.0,0.8,0.0,0.34,1.06,0.28,1.0,0.0,0.0,0.0,0.24,0.5,0.73,1.03,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,0
0.56,1.0,0.0,0.0,0.0,0.8,0.0,0.34,1.06,0.28,1.0,0.0,0.0,0.0,0.24,0.5,0.73,1.03,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,0
0.56,1.0,0.0,0.0,0.0,0.24,0.0,0.34,1.06,0.28,1.0,0.0,0.0,0.0,0.8,0.5,0.73,1.03,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,0
0.56,1.0,0.0,0.0,0.0,0.8,0.0,0.73,1.06,0.28,1.0,0.0,0.0,0.0,0.24,0.5,0.34,1.03,1,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,0
